"Latitude (decimal degrees):	51.507",,,,,,,,,,,,,,,,,
"Longitude (decimal degrees):	0.135",,,,,,,,,,,,,,,,,
"Elevation (m):	3",,,,,,,,,,,,,,,,,
"Radiation database:	PVGIS-SARAH2",,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
Slope: 40 deg. (optimum),,,,,,,,,,,,,,,,,
Azimuth: -1 deg. (optimum),,,,,,,,,,,,,,,,,
"Nominal power of the PV system (c-Si) (kWp):	150.0",,,,,,,,,,,,,,,,,
"System losses (%):	14.0",,,,,,,,,,,,,,,,,
time,P,G(i),H_sun,T2m,WS10m,Int,,,,,,,,,,,
20130528:2310,0,0,0,8.77,1.45,0,,,,,,,,,,,
20130529:0010,0,0,0,8.33,1.38,0,,,,,,,,,,,
20130529:0110,0,0,0,7.98,1.52,0,,,,,,,,,,,
20130529:0210,0,0,0,7.88,1.45,0,,,,,,,,,,,
20130529:0310,0,0,0,7.52,1.31,0,,,,,,,,,,,
20130529:0410,0,0,0,7.14,1.1,0,,,,,,,,,,,
20130529:0510,4423.5,48.89,9.99,7.43,0.9,0,,,,,,,,,,,
20130529:0610,15531,142.17,18.92,8.45,0.97,0,,,,,,,,,,,
20130529:0710,27525,230.02,28.19,9.69,2,0,,,,,,,,,,,
20130529:0810,40135.5,327.1,37.46,11.15,2,0,,,,,,,,,,,
20130529:0910,26259,220.67,46.23,11.97,2.28,0,,,,,,,,,,,
20130529:1010,16435.5,145.12,53.75,12.48,2.97,0,,,,,,,,,,,
20130529:1110,10720.5,100.68,58.81,12.47,3.1,0,,,,,,,,,,,
20130529:1210,9121.5,87.98,59.98,12.25,3.1,0,,,,,,,,,,,
20130529:1310,12592.5,115.19,56.82,12.33,3.52,0,,,,,,,,,,,
20130529:1410,10131,96.14,50.41,12.89,3.72,0,,,,,,,,,,,
20130529:1510,8973,87.07,42.17,13.27,4.28,0,,,,,,,,,,,
20130529:1610,9667.5,92.52,33.1,13.13,4.55,0,,,,,,,,,,,
20130529:1710,2073,29.02,23.78,13.09,4.69,0,,,,,,,,,,,
20130529:1810,810,16.33,14.63,12.65,4.21,0,,,,,,,,,,,
20130529:1910,1606.5,24.44,5.98,11.81,3.86,0,,,,,,,,,,,
20130529:2010,0,0,0,11.56,3.66,0,,,,,,,,,,,
20130529:2110,0,0,0,11.05,3.38,0,,,,,,,,,,,
20130529:2210,0,0,0,10.83,3.31,0,,,,,,,,,,,
20130529:2310,0,0,0,10.68,3.31,0,,,,,,,,,,,
20130530:0010,0,0,0,10.78,3.38,0,,,,,,,,,,,
20130530:0110,0,0,0,10.89,3.38,0,,,,,,,,,,,
20130530:0210,0,0,0,10.85,3.24,0,,,,,,,,,,,
20130530:0310,0,0,0,10.74,3.17,0,,,,,,,,,,,
20130530:0410,0,0,0,10.68,3.1,0,,,,,,,,,,,
20130530:0510,1108.5,19.39,10.09,10.72,3.1,0,,,,,,,,,,,
20130530:0610,15252,139.8,19.01,10.84,3.17,0,,,,,,,,,,,
20130530:0710,5238,56.23,28.29,10.76,2.9,0,,,,,,,,,,,
20130530:0810,12315,112.47,37.55,10.94,2.9,0,,,,,,,,,,,
20130530:0910,7782,77.1,46.33,11.56,3.03,0,,,,,,,,,,,
20130530:1010,10858.5,101.59,53.87,12.14,3.52,0,,,,,,,,,,,
20130530:1110,10584,99.77,58.95,13.07,3.86,0,,,,,,,,,,,
20130530:1210,9630,92.52,60.14,13.81,3.93,0,,,,,,,,,,,
20130530:1310,8796,86.17,56.97,14.65,4,0,,,,,,,,,,,
20130530:1410,10473,99.77,50.55,15.24,4.07,0,,,,,,,,,,,
20130530:1510,13921.5,126.98,42.31,15.3,4.14,0,,,,,,,,,,,
20130530:1610,10711.5,101.59,33.23,15.19,4.69,0,,,,,,,,,,,
20130530:1710,15399,138.74,23.91,14.74,4.76,0,,,,,,,,,,,
20130530:1810,802.5,16.33,14.76,14.38,4.28,0,,,,,,,,,,,
20130530:1910,0,5.06,6.12,13.03,3.24,0,,,,,,,,,,,
20130530:2010,0,0,0,12.42,3.24,0,,,,,,,,,,,
20130530:2110,0,0,0,11.91,3.17,0,,,,,,,,,,,
20130530:2210,0,0,0,11.56,3.24,0,,,,,,,,,,,
20130530:2310,0,0,0,10.97,3.31,0,,,,,,,,,,,
20130531:0010,0,0,0,10.62,3.38,0,,,,,,,,,,,
20130531:0110,0,0,0,10.45,3.38,0,,,,,,,,,,,
20130531:0210,0,0,0,10.39,3.24,0,,,,,,,,,,,
20130531:0310,0,0,0,10.37,3.1,0,,,,,,,,,,,
20130531:0410,0,0,0,10.36,3.17,0,,,,,,,,,,,
20130531:0510,4260,48.05,10.19,10.76,4.21,0,,,,,,,,,,,
20130531:0610,12403.5,114.28,19.1,11.36,4.83,0,,,,,,,,,,,
20130531:0710,10543.5,98.86,28.37,11.7,4.34,0,,,,,,,,,,,
20130531:0810,18730.5,162.36,37.64,12.52,4.97,0,,,,,,,,,,,
20130531:0910,26280,220.66,46.43,13.3,5.24,0,,,,,,,,,,,
20130531:1010,31911,264.93,53.98,14.19,5.1,0,,,,,,,,,,,
20130531:1110,82120.5,667.75,59.09,15.8,4.83,0,,,,,,,,,,,
20130531:1210,120868.5,1009.58,60.28,17.27,4.69,0,,,,,,,,,,,
20130531:1310,104091,864.97,57.12,18.18,4.55,0,,,,,,,,,,,
20130531:1410,100329,832.05,50.69,18.79,4.48,0,,,,,,,,,,,
20130531:1510,74988,618.1,42.44,18.84,4.14,0,,,,,,,,,,,
20130531:1610,50901,427.19,33.36,18.7,3.72,0,,,,,,,,,,,
20130531:1710,20803.5,187.29,24.04,18.55,3.03,0,,,,,,,,,,,
20130531:1810,9270,91.99,14.89,18.33,2.76,0,,,,,,,,,,,
20130531:1910,2155.5,30.35,6.26,17.78,2.21,0,,,,,,,,,,,
20130531:2010,0,0,0,16.74,2.48,0,,,,,,,,,,,
20130531:2110,0,0,0,15.8,3.03,0,,,,,,,,,,,
20130531:2210,0,0,0,15.19,3.59,0,,,,,,,,,,,
20130531:2310,0,0,0,14.29,3.72,0,,,,,,,,,,,
20130601:0010,0,0,0,13.32,3.86,0,,,,,,,,,,,
20130601:0110,0,0,0,12.26,3.93,0,,,,,,,,,,,
20130601:0210,0,0,0,11.31,4,0,,,,,,,,,,,
20130601:0310,0,0,0,10.4,3.93,0,,,,,,,,,,,
20130601:0410,0,0,0,9.61,3.79,0,,,,,,,,,,,
20130601:0510,5406,57.32,10.27,9.46,3.59,0,,,,,,,,,,,
20130601:0610,13435.5,122.49,19.18,10.01,3.93,0,,,,,,,,,,,
20130601:0710,20380.5,174.42,28.45,10.98,4.07,0,,,,,,,,,,,
20130601:0810,23547,199.07,37.72,12.11,4.07,0,,,,,,,,,,,
20130601:0910,35305.5,289.88,46.52,13.13,4.48,0,,,,,,,,,,,
20130601:1010,53641.5,432.95,54.09,13.64,4.55,0,,,,,,,,,,,
20130601:1110,94291.5,763.19,59.21,14.06,4.76,0,,,,,,,,,,,
20130601:1210,24598.5,208.61,60.42,13.98,4.69,0,,,,,,,,,,,
20130601:1310,11920.5,110.66,57.26,14.18,4.9,0,,,,,,,,,,,
20130601:1410,52033.5,421.1,50.82,14.3,4.76,0,,,,,,,,,,,
20130601:1510,15955.5,142.4,42.57,14.63,4.55,0,,,,,,,,,,,
20130601:1610,25780.5,218.83,33.49,14.87,4.28,0,,,,,,,,,,,
20130601:1710,25680,233.78,24.17,14.65,3.38,0,,,,,,,,,,,
20130601:1810,8755.5,88.04,15.02,14.47,2.48,0,,,,,,,,,,,
20130601:1910,166.5,8.43,6.39,14.09,1.59,0,,,,,,,,,,,
20130601:2010,0,0,0,13.36,1.31,0,,,,,,,,,,,
20130601:2110,0,0,0,12.46,0.9,0,,,,,,,,,,,
20130601:2210,0,0,0,11.42,0.9,0,,,,,,,,,,,
20130601:2310,0,0,0,10.64,1.38,0,,,,,,,,,,,
20130602:0010,0,0,0,10.29,1.72,0,,,,,,,,,,,
20130602:0110,0,0,0,10.05,2.07,0,,,,,,,,,,,
20130602:0210,0,0,0,9.41,2.21,0,,,,,,,,,,,
20130602:0310,0,0,0,8.72,2.34,0,,,,,,,,,,,
20130602:0410,0,0,0,8.1,2.41,0,,,,,,,,,,,
20130602:0510,5638.5,59,10.36,8.35,2.34,0,,,,,,,,,,,
20130602:0610,14122.5,156.09,19.26,9.52,2.69,0,,,,,,,,,,,
20130602:0710,43473,365.66,28.53,11.09,2.97,0,,,,,,,,,,,
20130602:0810,72678,585.98,37.8,12.52,3.1,0,,,,,,,,,,,
20130602:0910,96423,784.46,46.6,13.76,3.31,0,,,,,,,,,,,
20130602:1010,91512,749.67,54.19,14.98,3.45,0,,,,,,,,,,,
20130602:1110,55812,456.17,59.33,15.35,3.52,0,,,,,,,,,,,
20130602:1210,63448.5,518.71,60.56,15.49,3.38,0,,,,,,,,,,,
20130602:1310,96100.5,794.29,57.39,15.9,3.38,0,,,,,,,,,,,
20130602:1410,76368,625.05,50.95,15.99,3.38,0,,,,,,,,,,,
20130602:1510,61657.5,505,42.7,16.44,3.31,0,,,,,,,,,,,
20130602:1610,50325,419.03,33.61,16.52,3.17,0,,,,,,,,,,,
20130602:1710,25780.5,238.61,24.29,16.53,3.24,0,,,,,,,,,,,
20130602:1810,7767,81.62,15.14,16.1,2.69,0,,,,,,,,,,,
20130602:1910,2559,33.72,6.52,14.47,2.9,0,,,,,,,,,,,
20130602:2010,0,0,0,12.89,2.55,0,,,,,,,,,,,
20130602:2110,0,0,0,11.51,2.21,0,,,,,,,,,,,
20130602:2210,0,0,0,10.41,1.72,0,,,,,,,,,,,
20130602:2310,0,0,0,9.11,1.45,0,,,,,,,,,,,
20130603:0010,0,0,0,8.15,1.38,0,,,,,,,,,,,
20130603:0110,0,0,0,7.39,1.38,0,,,,,,,,,,,
20130603:0210,0,0,0,6.51,1.52,0,,,,,,,,,,,
20130603:0310,0,0,0,6,1.66,0,,,,,,,,,,,
20130603:0410,0,0,0,5.55,1.79,0,,,,,,,,,,,
20130603:0510,4855.5,52.26,10.43,6.61,1.72,0,,,,,,,,,,,
20130603:0610,14892,158,19.33,8.99,2,0,,,,,,,,,,,
20130603:0710,43381.5,365.47,28.6,10.52,2.14,0,,,,,,,,,,,
20130603:0810,72679.5,585.65,37.87,11.84,2.76,0,,,,,,,,,,,
20130603:0910,97252.5,788.44,46.68,13,3.31,0,,,,,,,,,,,
20130603:1010,95991,780.31,54.28,14,4,0,,,,,,,,,,,
20130603:1110,102580.5,837.52,59.45,14.73,4.55,0,,,,,,,,,,,
20130603:1210,109966.5,904.31,60.69,15.43,4.62,0,,,,,,,,,,,
20130603:1310,110011.5,905.72,57.52,15.77,4.48,0,,,,,,,,,,,
20130603:1410,102012,834.37,51.08,15.8,4.34,0,,,,,,,,,,,
20130603:1510,82917,672.59,42.82,16.07,4.55,0,,,,,,,,,,,
20130603:1610,52428,431.97,33.73,15.46,4.34,0,,,,,,,,,,,
20130603:1710,24534,218.31,24.41,14.96,4.21,0,,,,,,,,,,,
20130603:1810,8475,83.72,15.26,14.21,3.79,0,,,,,,,,,,,
20130603:1910,2670,34.56,6.64,13.14,3.1,0,,,,,,,,,,,
20130603:2010,0,0,0,11.86,2.97,0,,,,,,,,,,,
20130603:2110,0,0,0,10.77,2.9,0,,,,,,,,,,,
20130603:2210,0,0,0,9.91,2.9,0,,,,,,,,,,,
20130603:2310,0,0,0,9.15,2.83,0,,,,,,,,,,,
20130604:0010,0,0,0,8.51,2.76,0,,,,,,,,,,,
20130604:0110,0,0,0,7.83,2.62,0,,,,,,,,,,,
20130604:0210,0,0,0,7.26,2.48,0,,,,,,,,,,,
20130604:0310,0,0,0,6.78,2.48,0,,,,,,,,,,,
20130604:0410,0,0,0,6.36,2.62,0,,,,,,,,,,,
20130604:0510,4647,50.58,10.5,6.87,2.62,0,,,,,,,,,,,
20130604:0610,14065.5,156.2,19.4,8.31,3.17,0,,,,,,,,,,,
20130604:0710,43857,365.31,28.66,9.84,4.07,0,,,,,,,,,,,
20130604:0810,73384.5,582.56,37.94,11.29,4.69,0,,,,,,,,,,,
20130604:0910,98104.5,783.68,46.75,12.64,4.9,0,,,,,,,,,,,
20130604:1010,114670.5,931.44,54.37,13.97,4.97,0,,,,,,,,,,,
20130604:1110,121587,1000.4,59.55,15.1,4.97,0,,,,,,,,,,,
20130604:1210,123607.5,1023.29,60.81,15.95,4.97,0,,,,,,,,,,,
20130604:1310,117318,968.98,57.65,16.59,4.97,0,,,,,,,,,,,
20130604:1410,104946,859.46,51.2,16.9,4.97,0,,,,,,,,,,,
20130604:1510,84595.5,687.49,42.93,16.99,4.97,0,,,,,,,,,,,
20130604:1610,56377.5,466.47,33.84,16.73,4.9,0,,,,,,,,,,,
20130604:1710,26452.5,250.13,24.52,16.14,4.69,0,,,,,,,,,,,
20130604:1810,4572,58.11,15.38,15.27,4.28,0,,,,,,,,,,,
20130604:1910,2385,32.03,6.76,13.9,4.21,0,,,,,,,,,,,
20130604:2010,0,0,0,12.44,4,0,,,,,,,,,,,
20130604:2110,0,0,0,11.16,3.79,0,,,,,,,,,,,
20130604:2210,0,0,0,10.16,3.45,0,,,,,,,,,,,
20130604:2310,0,0,0,9.29,3.1,0,,,,,,,,,,,
20130605:0010,0,0,0,8.77,2.83,0,,,,,,,,,,,
20130605:0110,0,0,0,8.21,2.69,0,,,,,,,,,,,
20130605:0210,0,0,0,7.78,2.69,0,,,,,,,,,,,
20130605:0310,0,0,0,7.52,2.76,0,,,,,,,,,,,
20130605:0410,0,0.84,2.39,7.2,2.83,0,,,,,,,,,,,
20130605:0510,2278.5,30.35,10.57,7.63,2.76,0,,,,,,,,,,,
20130605:0610,9882,92.9,19.45,9.03,3.45,0,,,,,,,,,,,
20130605:0710,22537.5,190.22,28.72,9.74,3.52,0,,,,,,,,,,,
20130605:0810,52003.5,417.01,38,11.18,3.52,0,,,,,,,,,,,
20130605:0910,92014.5,742.58,46.82,12.79,3.52,0,,,,,,,,,,,
20130605:1010,112435.5,926.34,54.45,14.27,3.59,0,,,,,,,,,,,
20130605:1110,119415,1000.17,59.65,15.54,3.45,0,,,,,,,,,,,
20130605:1210,121167,1023.04,60.92,16.51,3.38,0,,,,,,,,,,,
20130605:1310,115209,968.83,57.77,17.16,3.45,0,,,,,,,,,,,
20130605:1410,102858,854.88,51.32,17.5,3.59,0,,,,,,,,,,,
20130605:1510,82539,677.76,43.04,17.51,3.79,0,,,,,,,,,,,
20130605:1610,56962.5,474.21,33.95,17.1,3.93,0,,,,,,,,,,,
20130605:1710,26493,252.97,24.63,16.36,3.86,0,,,,,,,,,,,
20130605:1810,5088,62.63,15.49,15.26,3.38,0,,,,,,,,,,,
20130605:1910,2374.5,32.03,6.87,14.59,2.55,0,,,,,,,,,,,
20130605:2010,0,0,0,12.98,2.48,0,,,,,,,,,,,
20130605:2110,0,0,0,11.63,2.76,0,,,,,,,,,,,
20130605:2210,0,0,0,10.78,3.17,0,,,,,,,,,,,
20130605:2310,0,0,0,9.93,3.31,0,,,,,,,,,,,
20130606:0010,0,0,0,9.09,3.03,0,,,,,,,,,,,
20130606:0110,0,0,0,8.53,2.76,0,,,,,,,,,,,
20130606:0210,0,0,0,8,2.69,0,,,,,,,,,,,
20130606:0310,0,0,0,7.68,2.62,0,,,,,,,,,,,
20130606:0410,0,2.53,2.46,7.41,2.69,0,,,,,,,,,,,
20130606:0510,3325.5,39.62,10.63,7.85,2.62,0,,,,,,,,,,,
20130606:0610,11851.5,108.9,19.51,9.27,3.17,0,,,,,,,,,,,
20130606:0710,34950,289.56,28.77,10.53,3.79,0,,,,,,,,,,,
20130606:0810,71505,572.79,38.05,12.18,3.86,0,,,,,,,,,,,
20130606:0910,95586,773.28,46.88,13.83,3.93,0,,,,,,,,,,,
20130606:1010,112252.5,925.02,54.52,15.37,4.07,0,,,,,,,,,,,
20130606:1110,119746.5,1000.01,59.74,16.68,4.21,0,,,,,,,,,,,
20130606:1210,122485.5,1029.09,61.03,17.67,4.34,0,,,,,,,,,,,
20130606:1310,115774.5,968.77,57.88,18.38,4.48,0,,,,,,,,,,,
20130606:1410,102714,850.37,51.43,18.64,4.62,0,,,,,,,,,,,
20130606:1510,81364.5,666.92,43.15,18.5,4.76,0,,,,,,,,,,,
20130606:1610,56083.5,466.67,34.05,17.93,4.83,0,,,,,,,,,,,
20130606:1710,26634,251.97,24.73,17.05,4.69,0,,,,,,,,,,,
20130606:1810,6211.5,71.65,15.6,15.98,4.34,0,,,,,,,,,,,
20130606:1910,2922,37.09,6.98,15.07,4,0,,,,,,,,,,,
20130606:2010,0,0,0,13.54,3.72,0,,,,,,,,,,,
20130606:2110,0,0,0,12.22,3.66,0,,,,,,,,,,,
20130606:2210,0,0,0,11.21,3.72,0,,,,,,,,,,,
20130606:2310,0,0,0,10.44,3.66,0,,,,,,,,,,,
20130607:0010,0,0,0,9.87,3.59,0,,,,,,,,,,,
20130607:0110,0,0,0,9.47,3.45,0,,,,,,,,,,,
20130607:0210,0,0,0,9.24,3.31,0,,,,,,,,,,,
20130607:0310,0,0,0,9.04,3.24,0,,,,,,,,,,,
20130607:0410,298.5,10.12,2.52,9.14,3.45,0,,,,,,,,,,,
20130607:0510,5812.5,60.69,10.68,9.66,3.38,0,,,,,,,,,,,
20130607:0610,12009,110.7,19.56,10.73,3.79,0,,,,,,,,,,,
20130607:0710,38284.5,319.27,28.81,12.01,4.41,0,,,,,,,,,,,
20130607:0810,62628,503.4,38.1,13.34,4.41,0,,,,,,,,,,,
20130607:0910,70374,568.26,46.94,14.98,4.48,0,,,,,,,,,,,
20130607:1010,77653.5,630.8,54.59,15.86,4.62,0,,,,,,,,,,,
20130607:1110,47476.5,391.23,59.83,17.4,5.1,0,,,,,,,,,,,
20130607:1210,14545.5,133.33,61.14,18.19,5.24,0,,,,,,,,,,,
20130607:1310,11998.5,113.38,57.99,18.76,5.31,0,,,,,,,,,,,
20130607:1410,58026,477.58,51.53,18.96,5.24,0,,,,,,,,,,,
20130607:1510,67510.5,552.71,43.25,18.56,5.17,0,,,,,,,,,,,
20130607:1610,54976.5,456.76,34.16,17.92,5.1,0,,,,,,,,,,,
20130607:1710,26695.5,247.59,24.84,17.37,5.03,0,,,,,,,,,,,
20130607:1810,6706.5,75.77,15.7,16.35,4.55,0,,,,,,,,,,,
20130607:1910,3013.5,37.93,7.09,15.25,4.28,0,,,,,,,,,,,
20130607:2010,0,0,0,13.72,4.14,0,,,,,,,,,,,
20130607:2110,0,0,0,12.33,4.07,0,,,,,,,,,,,
20130607:2210,0,0,0,11.23,4.07,0,,,,,,,,,,,
20130607:2310,0,0,0,10.37,3.86,0,,,,,,,,,,,
20130608:0010,0,0,0,9.71,3.72,0,,,,,,,,,,,
20130608:0110,0,0,0,9.11,3.66,0,,,,,,,,,,,
20130608:0210,0,0,0,8.71,3.72,0,,,,,,,,,,,
20130608:0310,0,0,0,8.48,3.72,0,,,,,,,,,,,
20130608:0410,0,2.53,2.57,8.33,3.72,0,,,,,,,,,,,
20130608:0510,3313.5,39.62,10.73,8.68,3.52,0,,,,,,,,,,,
20130608:0610,13416,121.9,19.6,9.8,5.1,0,,,,,,,,,,,
20130608:0710,23442,197.09,28.85,10.27,5.24,0,,,,,,,,,,,
20130608:0810,35814,290.84,38.14,11.25,5.17,0,,,,,,,,,,,
20130608:0910,44857.5,361.49,46.98,12.43,5.17,0,,,,,,,,,,,
20130608:1010,65952,528.75,54.65,13.7,5.24,0,,,,,,,,,,,
20130608:1110,101437.5,823.68,59.91,14.9,5.31,0,,,,,,,,,,,
20130608:1210,103485,844.2,61.23,15.65,5.38,0,,,,,,,,,,,
20130608:1310,89455.5,726.13,58.09,16.07,5.52,0,,,,,,,,,,,
20130608:1410,100917,820.68,51.63,16.28,5.38,0,,,,,,,,,,,
20130608:1510,83640,675.51,43.35,16.32,5.52,0,,,,,,,,,,,
20130608:1610,53980.5,443.45,34.25,15.92,5.52,0,,,,,,,,,,,
20130608:1710,26649,240.98,24.93,15.37,5.45,0,,,,,,,,,,,
20130608:1810,10323,99.37,15.8,14.49,5.31,0,,,,,,,,,,,
20130608:1910,1179,20.23,7.19,12.6,5.24,0,,,,,,,,,,,
20130608:2010,0,0,0,11.8,5.1,0,,,,,,,,,,,
20130608:2110,0,0,0,11.29,5.38,0,,,,,,,,,,,
20130608:2210,0,0,0,10.9,5.1,0,,,,,,,,,,,
20130608:2310,0,0,0,10.66,4.83,0,,,,,,,,,,,
20130609:0010,0,0,0,10.52,4.62,0,,,,,,,,,,,
20130609:0110,0,0,0,10.37,4.48,0,,,,,,,,,,,
20130609:0210,0,0,0,10.25,4.76,0,,,,,,,,,,,
20130609:0310,0,0,0,10.12,4.76,0,,,,,,,,,,,
20130609:0410,0,2.53,2.62,10.02,4.83,0,,,,,,,,,,,
20130609:0510,1363.5,21.92,10.77,10.13,5.17,0,,,,,,,,,,,
20130609:0610,5808,60.77,19.64,10.47,5.59,0,,,,,,,,,,,
20130609:0710,9576,90.7,28.89,10.28,5.17,0,,,,,,,,,,,
20130609:0810,11530.5,106.12,38.17,10.85,5.17,0,,,,,,,,,,,
20130609:0910,13716,123.35,47.03,11.62,5.03,0,,,,,,,,,,,
20130609:1010,11103,103.4,54.71,12.2,4.9,0,,,,,,,,,,,
20130609:1110,16183.5,143.31,59.98,13.29,4.9,0,,,,,,,,,,,
20130609:1210,21402,184.12,61.32,14.25,5.03,0,,,,,,,,,,,
20130609:1310,22009.5,189.57,58.19,15.15,4.97,0,,,,,,,,,,,
20130609:1410,20788.5,180.5,51.73,15.62,4.9,0,,,,,,,,,,,
20130609:1510,26428.5,224.54,43.45,15.95,4.76,0,,,,,,,,,,,
20130609:1610,16563,147.84,34.35,15.79,4.55,0,,,,,,,,,,,
20130609:1710,11512.5,107.93,25.03,15.1,4.21,0,,,,,,,,,,,
20130609:1810,4608,51.7,15.89,14.44,3.79,0,,,,,,,,,,,
20130609:1910,1260,21.07,7.28,12.7,3.59,0,,,,,,,,,,,
20130609:2010,0,0,0,12.11,3.17,0,,,,,,,,,,,
20130609:2110,0,0,0,11.6,3.1,0,,,,,,,,,,,
20130609:2210,0,0,0,11.19,2.97,0,,,,,,,,,,,
20130609:2310,0,0,0,10.87,2.69,0,,,,,,,,,,,
20130610:0010,0,0,0,10.68,2.21,0,,,,,,,,,,,
20130610:0110,0,0,0,10.56,1.86,0,,,,,,,,,,,
20130610:0210,0,0,0,10.46,1.66,0,,,,,,,,,,,
20130610:0310,0,0,0,10.17,1.72,0,,,,,,,,,,,
20130610:0410,0,2.53,2.66,10.1,1.52,0,,,,,,,,,,,
20130610:0510,1446,22.76,10.8,10.22,1.59,0,,,,,,,,,,,
20130610:0610,4801.5,52.61,19.67,10.65,2.14,0,,,,,,,,,,,
20130610:0710,8254.5,80.72,28.92,10.86,1.93,0,,,,,,,,,,,
20130610:0810,11445,106.12,38.21,11.5,1.79,0,,,,,,,,,,,
20130610:0910,14701.5,131.52,47.06,11.58,1.66,0,,,,,,,,,,,
20130610:1010,13842,125.17,54.75,12.16,1.59,0,,,,,,,,,,,
20130610:1110,17050.5,150.56,60.05,12.91,1.59,0,,,,,,,,,,,
20130610:1210,17692.5,156.01,61.4,13.64,1.66,0,,,,,,,,,,,
20130610:1310,25323,215.87,58.28,14.11,1.72,0,,,,,,,,,,,
20130610:1410,42378,350.92,51.82,14.61,1.72,0,,,,,,,,,,,
20130610:1510,43797,362.49,43.54,14.89,1.66,0,,,,,,,,,,,
20130610:1610,38349,321,34.44,14.93,1.45,0,,,,,,,,,,,
20130610:1710,18387,163.69,25.12,14.86,1.31,0,,,,,,,,,,,
20130610:1810,7654.5,83.44,15.98,14.65,1.38,0,,,,,,,,,,,
20130610:1910,3132,38.77,7.37,13.49,1.72,0,,,,,,,,,,,
20130610:2010,0,0,0,12.87,1.72,0,,,,,,,,,,,
20130610:2110,0,0,0,12.31,1.86,0,,,,,,,,,,,
20130610:2210,0,0,0,11.72,2.14,0,,,,,,,,,,,
20130610:2310,0,0,0,10.9,2.34,0,,,,,,,,,,,
20130611:0010,0,0,0,10.03,2.41,0,,,,,,,,,,,
20130611:0110,0,0,0,9.23,2.41,0,,,,,,,,,,,
20130611:0210,0,0,0,8.8,2.28,0,,,,,,,,,,,
20130611:0310,0,0,0,8.53,2.14,0,,,,,,,,,,,
20130611:0410,0,1.69,2.7,8.56,2.14,0,,,,,,,,,,,
20130611:0510,3490.5,41.3,10.83,9.5,2,0,,,,,,,,,,,
20130611:0610,1432.5,22.68,19.69,10.94,2,0,,,,,,,,,,,
20130611:0710,25206,213.32,28.94,11.55,2.21,0,,,,,,,,,,,
20130611:0810,28494,238.25,38.23,12.56,2.48,0,,,,,,,,,,,
20130611:0910,0,0,0,14.23,3.31,0,,,,,,,,,,,
20130611:1010,0,0,0,16.54,4.48,0,,,,,,,,,,,
20130611:1110,42124.5,349.47,60.11,17.74,5.17,0,,,,,,,,,,,
20130611:1210,35445,296.15,61.48,17.32,5.52,0,,,,,,,,,,,
20130611:1310,21400.5,185.94,58.36,16.55,5.1,0,,,,,,,,,,,
20130611:1410,32037,267.99,51.91,16.09,5.31,0,,,,,,,,,,,
20130611:1510,19614,171.43,43.62,15.83,5.45,0,,,,,,,,,,,
20130611:1610,17398.5,154.19,34.52,15.76,5.31,0,,,,,,,,,,,
20130611:1710,15712.5,141.75,25.2,16.05,5.17,0,,,,,,,,,,,
20130611:1810,3943.5,46.26,16.07,15.94,4.41,0,,,,,,,,,,,
20130611:1910,2457,32.87,7.46,15.39,3.72,0,,,,,,,,,,,
20130611:2010,0,0,0,14.86,4,0,,,,,,,,,,,
20130611:2110,0,0,0,13.89,3.86,0,,,,,,,,,,,
20130611:2210,0,0,0,13.5,3.66,0,,,,,,,,,,,
20130611:2310,0,0,0,13.48,3.17,0,,,,,,,,,,,
20130612:0010,0,0,0,13.71,3.17,0,,,,,,,,,,,
20130612:0110,0,0,0,13.95,3.86,0,,,,,,,,,,,
20130612:0210,0,0,0,14.14,4.48,0,,,,,,,,,,,
20130612:0310,0,0,0,14.42,5.03,0,,,,,,,,,,,
20130612:0410,0,1.69,2.73,14.4,5.17,0,,,,,,,,,,,
20130612:0510,286.5,10.12,10.86,14.34,5.31,0,,,,,,,,,,,
20130612:0610,3046.5,38.09,19.71,14.45,4.83,0,,,,,,,,,,,
20130612:0710,20734.5,179.47,28.96,14.56,5.79,0,,,,,,,,,,,
20130612:0810,11095.5,104.31,38.25,14.7,6.28,0,,,,,,,,,,,
20130612:0910,27067.5,228.13,47.12,15.24,6.62,0,,,,,,,,,,,
20130612:1010,34924.5,289.4,54.83,15.99,7.1,0,,,,,,,,,,,
20130612:1110,19806,173.24,60.16,16.78,7.59,0,,,,,,,,,,,
20130612:1210,17562,156.01,61.55,17.09,7.72,0,,,,,,,,,,,
20130612:1310,19801.5,173.24,58.44,16.75,7.24,0,,,,,,,,,,,
20130612:1410,10539,100.68,51.99,16.62,6.83,0,,,,,,,,,,,
20130612:1510,7833,78.91,43.7,16.59,6.83,0,,,,,,,,,,,
20130612:1610,7074,72.56,34.6,16.08,6.69,0,,,,,,,,,,,
20130612:1710,5115,56.23,25.28,15.84,6.76,0,,,,,,,,,,,
20130612:1810,2431.5,32.65,16.15,15.67,6.62,0,,,,,,,,,,,
20130612:1910,2727,35.4,7.54,15.84,6.07,0,,,,,,,,,,,
20130612:2010,0,0,0,15.54,6.07,0,,,,,,,,,,,
20130612:2110,0,0,0,15.2,6.14,0,,,,,,,,,,,
20130612:2210,0,0,0,14.97,6,0,,,,,,,,,,,
20130612:2310,0,0,0,14.66,6.21,0,,,,,,,,,,,
20130613:0010,0,0,0,14.23,6.41,0,,,,,,,,,,,
